id;name;postal_code;commune;numero;voie;lieu_dit;code_insee;siret;activite;contact_url;site_internet;longitude;latitude;transport_station_presence;transport_bureau_de_vote_accessibilite;stationnement_presence;stationnement_pmr;stationnement_ext_presence;stationnement_ext_pmr;cheminement_ext_presence;cheminement_ext_terrain_stable;cheminement_ext_plain_pied;cheminement_ext_ascenseur;cheminement_ext_ascenseur_pmr;cheminement_ext_nombre_marches;cheminement_ext_reperage_marches;cheminement_ext_sens_marches;cheminement_ext_main_courante;cheminement_ext_rampe;cheminement_ext_pente_presence;cheminement_ext_pente_degre_difficulte;cheminement_ext_pente_longueur;cheminement_ext_devers;cheminement_ext_bande_guidage;cheminement_ext_retrecissement;entree_reperage;entree_vitree;entree_vitree_vitrophanie;entree_plain_pied;entree_ascenseur;entree_ascenseur_pmr;entree_marches;entree_marches_reperage;entree_marches_main_courante;entree_marches_rampe;entree_marches_sens;entree_dispositif_appel;entree_dispositif_appel_type;entree_balise_sonore;entree_aide_humaine;entree_largeur_mini;entree_pmr;entree_porte_presence;entree_porte_manoeuvre;entree_porte_type;accueil_visibilite;accueil_personnels;accueil_audiodescription_presence;accueil_audiodescription;accueil_equipements_malentendants_presence;accueil_equipements_malentendants;accueil_cheminement_plain_pied;accueil_cheminement_ascenseur;accueil_cheminement_ascenseur_pmr;accueil_cheminement_nombre_marches;accueil_cheminement_reperage_marches;accueil_cheminement_main_courante;accueil_cheminement_rampe;accueil_cheminement_sens_marches;accueil_ascenseur_etage;accueil_ascenseur_etage_pmr;accueil_classes_accessibilite;accueil_espaces_ouverts;accueil_chambre_nombre_accessibles;accueil_chambre_douche_plain_pied;accueil_chambre_douche_siege;accueil_chambre_douche_barre_appui;accueil_chambre_sanitaires_barre_appui;accueil_chambre_sanitaires_espace_usage;accueil_chambre_numero_visible;accueil_chambre_equipement_alerte;accueil_chambre_accompagnement;accueil_retrecissement;accueil_isoloir_accessibilite;accueil_urne_accessibilite;sanitaires_presence;sanitaires_adaptes;labels;labels_familles_handicap;registre_url;conformite;rnb_id
e62a802f-efea-4eb6-b64c-dc3b51227e53;11 MICHEL DE L'HOSPITAL;63000;Clermont-Ferrand;11;place Michel de l'Hospital;;63113;;Hôpital;;;3.089554;45.777483;;;True;True;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;;;;;;;A8NTN9JMAG6R
b9d3fb39-b595-4e48-9c6c-f38e9ad06b3b;16150 CHABANAIS;16150;Chabanais;4;Chemin des Bouvieres;;16070;;Hôpital;;;0.713335;45.872864;;;;;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;;;;;;;
67d59eb1-54db-4f71-83f9-b9c9389c8fc6;1 - Estelle;75014;Paris;11;Rue Desprez;;75114;;Hôpital;;;2.315671;48.834747;;;;;;;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;;;;;;;A1M9M3Y8VXXR
b7ac847b-5ea0-4684-8b61-7549f16334e7;20 rue Antoine de st exupery. Pierrelatte;26700;Pierrelatte;20;Rue Antoine de Saint Exupery;;26235;;Laboratoire d'analyse médicale;;;4.699842;44.376284;;;True;True;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;True;;;;;;;;;;;[];;;;;;;;;;False;;;True;True;;;;;
54beb641-7ab7-4722-a3c2-73b982218f06;20rue godillot;75014;Paris;9;Rue Maria Helena Vieira Da Silva;;75114;;Hôpital;;;2.311409;48.828406;;;;;;;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;;;;;;;H7QHPZPR9RD8
1d6467c8-eb4c-4785-a59b-4b5acb02a305;29-Grand Centre de Vaccination;29200;Brest;7;rue de Roubaix;;29019;;Laboratoire d'analyse médicale;;;-4.495731;48.397033;;;True;True;;;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;CDMACV16R1H1
cd469895-d814-499f-802b-1aa8ed886aa3;3 Caps Health House;85180;Les Sables-d'Olonne;45;Rue des frères michelin;;85194;;Centre médical;;;-1.755562;46.499544;;;True;True;;;True;True;True;;;;;;;;;;;;;False;;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;
0a407a66-f6a0-4407-ad92-63725232f237;5/9 rue des carnets.;92140;Clamart;5;Rue des Carnets;;92023;;Hôpital;;;2.26203;48.790833;;;;;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;;;;;;;
b057cf5a-4ec7-4a72-b3f0-d2b1a814ff5e;A;9300;Lavelanet;;Cite des Monts d’Olmes;;9160;;Laboratoire d'analyse médicale;;;1.83739;42.92212;;;;;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;
1bb935f1-2633-47ed-9d39-02ed6939d50d;A2 santé;69630;Chaponost;21;Avenue Maréchal Joffre;;69043;;Centre médical;;;4.739615;45.710813;False;;False;;False;;False;;;;;;;;;;;;;;;;False;True;True;True;;;;;;;;False;;False;True;90.0;False;True;battante;manuelle;False;non-formés;;;False;;True;;;;;;;;;;;[];;;;;;;;;;False;;;False;;;;;False;
12905191-ab52-49f3-ae98-0163da3178d4;Ab-biologie Selarl;74100;Annemasse;35;Rue du Chablais;;74012;;Laboratoire d'analyse médicale;;;6.238108;46.197258;;;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;2GQ3E729E8EG
284bcb31-bc11-4bf6-842a-3d2b4987a956;Abbott Laboratories;1400;Châtillon-sur-Chalaronne;;Route de Belleville;;1093;;Laboratoire d'analyse médicale;;http://es.abbott/;4.939878;46.115703;;;;;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;;;;;;;
9e6ad092-6f56-4514-bc5f-d245e78631af;Abcaim Maison Blanche;51100;Reims;88;rue de la Maison Blanche;;51454;;Centre médical;;;4.0257248282432565;49.23610863553812;;;True;True;True;;True;True;True;;;;;;;;False;;;léger;False;False;True;True;True;True;;;;;;;;False;;False;False;85.0;False;True;battante;manuelle;True;;;;False;;True;;;;;;;;;;;[];;;;;;;;;;False;;;True;True;;;;;6NFB6STVF4WG
4fba3926-2742-4c3a-a9d5-a66bb0422dd4;A.Bio.C Adour Bio Conseil;64410;Arzacq-Arraziguet;;Route de Samadet;;64063;;Laboratoire d'analyse médicale;;;-0.410625;43.542117;;;True;True;;;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;
a24c93cf-abd4-4232-a27d-86acc2333b1c;Abiolab;38330;Montbonnot-Saint-Martin;60;Allee Saint Exupery;;38249;;Laboratoire d'analyse médicale;;https://www.abiolab.fr/;5.808837;45.218794;;;;;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;;;;;;;EPKZ3Q7FFYHJ
ba2490b5-6399-4bb0-abb5-1527d4e5493e;ABIOLAB-LAEASE;84700;Sorgues;134;Rue Auguste Bédoin;;84129;;Laboratoire d'analyse médicale;;https://abiolab.fr/;4.871783;44.009549;;;True;True;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;KBR45KAYEJSY
3263d8c9-4ac6-4ae6-84a9-fd3201c878c7;AB Labo;64290;Gan;9;chemin de Berdoulou;;64230;;Laboratoire d'analyse médicale;;https://ab-labo.com/contact/;-0.39455;43.219761;;;;;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;;;;;;;
cdfb5944-8f71-4bce-841d-2bdce2e5edb1;Ac2p;93160;Noisy-le-Grand;15;Rue de l’Universite;;93051;;Laboratoire d'analyse médicale;;;2.552201;48.83727;;;;;;;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;1NN78GJNF6QF
bdd570c7-50d3-47fd-a770-ec36f5e2f061;Acanthis Laboratoire;5110;Lardier-et-Valença;235;Route du Briançon;;5071;;Laboratoire d'analyse médicale;;http://www.acanthis-laboratoire.com/;5.962958;44.419209;;;;;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;;;;;;;AW2XAG524V7Q
46f08a21-655d-49e9-839c-b4451e4c1fab;Access Échographie Vaugirard;75015;Paris;375b;Rue de Vaugirard;;;;Radiodiagnostic et imagerie médicale;;https://www.access-radiologie.com;2.294186;48.836097;True;;False;;True;False;False;;;;;;;;;;;;;;;;True;True;;True;;;;;;;;;;;;90.0;False;True;battante;manuelle;True;;;;;;True;;;;;;;;;;;[];;;;;;;;;;;;;;;;;;;ERFKF1NTQ5D3
f1974233-70c4-4555-a399-eb25580327b6;Access Santé;6000;Nice;14;Boulevard de la Madeleine;;;;Maison de santé ou centre de santé;https://www.doctolib.fr/centre-de-sante/paris/access-sante/booking/motives?specialityId=2&telehealth=false&placeId=practice-309679&profile_skipped=true&bookingFunnelSource=external_referral;https://www.centres-access-sante.fr/;7.243697047233582;43.69379467963596;True;;False;;True;True;False;;;;;;;;;;;;;;;;True;True;True;True;;;;;;;;False;;False;True;100.0;False;True;battante;manuelle;True;formés;False;;False;;True;;;;;;;;;;;[];;;;;;;;;;False;;;True;True;;;;;SR3A4BXJ72RZ
28cbef49-2512-4b9b-8c1b-27154de4f5f7;Accompagnante Naissance;92150;Suresnes;9;Rue Curie;;92073;;Centre médical;;;2.234309;48.879337;;;False;;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;
99cfdff6-88b7-402a-881e-9c4a10dfff50;Accueil de Jour Alzheimer Le Pavillon des Hortensias – CH Nord Deux-Sèvres;79300;Bressuire;41;Route de Poitiers;;79049;;Hôpital;;https://www.chnds.fr/accueil-de-jour-alzheimer-hortensias/5/13/104;-0.417366;46.824447;;;True;True;;;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;
c05beb4c-fd00-414e-8de0-52d773383f28;ACCUEIL DE JOUR HOPITAL DE FOUCHARUPT;88100;Saint-Dié-des-Vosges;;Rue Léon Jacquerez;;;;Hôpital;;;6.951749345525165;48.27680264605719;;;True;True;True;True;True;True;True;;;;;;;;;;;;;False;True;True;True;False;False;;;;;fixe;;;;;;83.0;;True;battante;manuelle;;;;;True;"[""bim""]";True;;;;;;;;;;;[];;;;;;;;;;False;;;True;True;;;;;
abdced77-b34c-40ef-b06b-8ef6f2533771;Accueil de Jour Saint Germain;75006;Paris;17;Rue du Four;;75106;;Établissement de santé;;;2.334633;48.852689;;;False;;;;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;
35a75815-2c17-4809-a075-cdcbff337142;ACM Analyses conseils Microbiologiques;45270;Quiers-sur-Bezonde;;Rue du Plessis;;45259;;Laboratoire d'analyse médicale;;;2.441475;47.997563;;;True;True;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;
f77ace83-b3fd-4dde-9f57-91e26780a9f2;Acm Bio;71300;Montceau-les-Mines;5;Rue Ferrer;;71306;;Laboratoire d'analyse médicale;;;4.362908;46.6746;;;True;True;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;6SZ9AWY3Y7TQ
e33f2944-e908-4d3f-b199-e9ebfbd80f8e;ACROPOLE BEZANNES;51430;Bezannes;26;Rue Louis Victor de Broglie;;;;Centre médical;;;3.996083736419678;49.2182138007366;;;True;True;;;;;;;;;;;;;;;;;;;True;;;False;False;;3.0;;;fixe;montant;;;;;90.0;False;True;battante;manuelle;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;
9b766554-41db-4aac-ba99-dca445159f5f;ADA 17;17640;Vaux-sur-Mer;35;Avenue de Saint-Sordelin-Plage;;17461;;Hôpital;;http://www.ada17.fr/;-1.061929;45.634561;;;True;True;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;;;;;;;JQ1QVQ8DC9SE
8ab3198d-790d-45d3-bc78-24d897363193;ADA 17;17400;Saint-Jean-d'Angély;17;Rue Comporté;;17347;;Hôpital;;https://www.ada17.fr/;-0.531896;45.948553;;;True;True;;;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;;;;;;;X5W2ZJNN43QF
2e612553-89eb-4f7d-a461-8f3bf7dae65b;Adages | DITEP Bourneville;34000;Montpellier;;Rue du Mas de Barlet;;34172;;Maison de santé ou centre de santé;;;3.913191;43.599224;;;True;True;;;True;True;True;;;;;;;;;;;;;False;;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;
eea87197-9cfa-43c7-9125-cbb5880a2b32;Adapei 63;63500;Issoire;583;Boulevard de Barriere;;63178;;Hôpital;;https://www.adapei63.fr/;3.244003;45.539334;;;True;True;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;3YT7SW6XWJS9
e2f7f31d-f696-44c5-8f37-a26e044d5347;Adapei 69;69003;Lyon;75;Cours Albert Thomas;;69383;;Établissement de santé;https://www.adapei69.fr/contact;https://www.adapei69.fr/;4.867860674858093;45.74690037669723;True;;False;;True;;True;True;True;;;;;;;;True;légère;;aucun;True;False;True;True;True;True;;;;;;;;True;"[""interphone""]";False;True;100.0;False;True;tourniquet;automatique;True;formés;;;;;True;;;;;;;;;;;[];;;;;;;;;;False;;;True;True;;;;;6E9DRWYNQ6RN
38496140-db3a-4296-8f25-3b29a1ed66de;Adapei Des Vosges;88120;Saint-Amé;13;Rue de la Forêt;;88409;;Hôpital;;;6.66901;48.027262;;;;;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;
1ed44f58-a160-4e50-820f-280372833dcc;Adapei Des Vosges;88120;Saint-Amé;46;Route de Celles;;88409;;Hôpital;;;6.649476;48.016069;;;;;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;
6fc0db7f-ac45-42ea-ace4-d48d0ac052e0;adbb autour de bébé Doubs;25300;Doubs;11;Rue de Besançon;;25204;;Hôpital;;https://magasins.autourdebebe.com/fr/france-FR/114/adbb-autour-de-bebe-doubs/details?utm_source=gbp-waze;6.342297;46.923808;;;;;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;;;;;;;
b2a47d98-943e-4a61-b0f8-74387cbf880d;Addictologie;51100;Reims;12;Rue des Elus;;51454;;Hôpital;;;4.032335;49.255839;;;;;;;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;;;;;;;
1686d1c7-f035-4cc5-90b5-9be11a89acc7;Adef Residences;54720;Lexy;;Rue du Commandant Spicq;;54314;;Établissement de santé;;;5.732898;49.49914;;;False;;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;
204e45a4-74fc-46c5-be6c-2ae1a2afcea2;Adeipa;63910;Vertaizon;5;Allée des Gravières;;63453;;Hôpital;;;3.288593;45.787202;;;True;True;;;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;;;;;;;HNPFYEG74HDV
36ad9649-d188-4a78-9245-dc9d6915ea6c;Adel;63730;Plauzat;38;Route de la Sauvetat;;63282;;Hôpital;;;3.153724;45.624753;;;True;True;;;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;;;;;;;4ENZQNJAHQ2Z
aada1283-3ac6-4a00-9a02-c78bd106c4f8;Adep;97600;Mamoudzou;17;Rue Marvatou;;;;Maison de santé ou centre de santé;;;45.2304;-12.78056;False;;False;;True;False;True;False;False;False;;1.0;False;montant;False;aucune;False;;;aucun;False;False;True;True;True;True;;;;;;;;False;;False;;100.0;False;True;coulissante;automatique;True;non-formés;False;;False;;True;;;;;;;;;;;[];;;;;;;;;;False;;;False;;;;;;
b10df172-a850-4d31-9374-977904fa0cdf;Adequat;75015;Paris;45;Rue Mathurin Régnier;;75115;;Laboratoire d'analyse médicale;;;2.30889;48.838581;;;;;;;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;JT2XWFW89K4B
ae3d10fd-e610-472b-b48e-15083b7e5048;Adimep;13006;Marseille;150b;Rue paradis;;13206;;Établissement de santé;;;5.379797;43.285828;;;True;True;;;True;True;True;;;;;;;;;;;;;False;;;;False;;;3.0;;;fixe;montant;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;
90a59522-48f5-4434-8987-c6e47f51a8cd;AD-LAB;95800;Cergy;;Rue du Pas Saint-Christophe;;95127;;Laboratoire d'analyse médicale;;http://ad-lab.fr/;2.046517;49.047179;;;;;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;;;;;;;
e2c75eb9-4d47-4e9f-a342-df3568c9f3c3;AD-LAB;60200;Compiègne;21;Rue de l'Aigle;;60159;;Laboratoire d'analyse médicale;;https://ad-lab.fr/en/mentions-legales/;2.836839;49.407717;;;True;True;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;;;;;;;MTZH8RKDC8YH
3ced0f99-f713-4cc0-aac3-ff96485e4412;A.D.N Biosmose;6000;Nice;17;Rue de Rivoli;;6088;;Laboratoire d'analyse médicale;;;7.258568;43.696742;;;;;;;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;N4S4HEHATEZB
3a0e213b-98e4-46f7-854f-ad1c43df73e0;Adpepa;12500;Espalion;1;Rue du Palais;;12096;;Hôpital;;;2.761675;44.520507;;;True;True;;;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;;;;;;;YTF2NRQ8QCTR
263b0c56-5a0f-400b-95fb-c11166b6bd46;Adrien Boisriveau Masseur-kinésithérapeute;92380;Garches;17;Rue du 19 Janvier;;92033;;Maison de santé ou centre de santé;;;2.19961;48.849477;;;False;;True;True;;;;;;;;;;;;;;;;;;;;False;;;8.0;;;;montant;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;
d71ace5b-6ace-421c-a60f-fd1c45c37b27;ADS 3d;68500;Bergholtz;9;Rue René Flory;;68029;;Laboratoire d'analyse médicale;;;7.253591;47.917103;;;True;True;;;True;True;True;;;;;;;;;;;;;False;;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;
e8c96e90-ba3d-456f-8ea7-f656500331d8;ADX Groupe Paris;78140;Vélizy-Villacoublay;17;Rue Paul Dautier;;78640;;Laboratoire d'analyse médicale;;http://www.adx-groupe.com/;2.215989;48.780218;;;;;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;;;;;;;HJGF755FK645
3840e62b-900d-48c8-8f37-38c1650f8956;AFTC 44;44200;Nantes;85;Rue Saint Jacques;;44109;;Hôpital;;;-1.537194;47.196036;;;True;True;;;True;True;True;;;;;;;;;;;;;False;;;;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;
be2ab644-7ae5-4f83-b355-cc437bd27ea3;Agahtir;6130;Grasse;78;Boulevard Victor Hugo;;6069;;Hôpital;;https://www.agahtir.fr/;6.917536;43.649756;;;;;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;;;;;;;9PM5ME4V1DBE
c01d8a93-1fe5-42a7-a729-6d7ad121f538;Agahtir;6210;Mandelieu-la-Napoule;601;Avenue de Fréjus;;6079;;Hôpital;;https://www.agahtir.fr/;6.932595;43.534641;;;;;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;;;;;;;VEYBE561HSHZ
815412fb-33f5-416c-aeb8-940c1ab57a4b;Agahtir;6730;Saint-André-de-la-Roche;;Rue zone industrie la Valliere;;6114;;Hôpital;;https://www.agahtir.fr/;7.284345;43.748119;;;;;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;;;;;;;
7349f45e-2e15-448a-9e9d-cd5fb7b456c1;Agathe Leverrier - Sophrologue Angers;49100;Angers;6;Avenue Pasteur;;49007;;Maison de santé ou centre de santé;;;-0.542712;47.471655;;;False;;True;True;;;;;;;;;;;;;;;;;;;;False;;;;;;aucune;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;False;;;;;MDMJKK9AHXJS
af1e3d34-9de2-4b12-a582-635a62f0d7d5;Agemetra service de santé au travail;69007;Lyon;30;Rue Pré Gaudry;;;;Centre médical;;;4.835314;45.739901;True;;False;;True;;False;;;;;;;;;;;;;;;;True;;;True;;;;;;;;;;;False;100.0;;True;battante;;True;;False;;False;;False;True;;0.0;;;;;;;;[];;;;;;;;;;False;;;;;;;;;
226fe55f-8b17-4524-b24e-72d2d32b527e;agence thiers;33100;Bordeaux;244;Avenue Thiers;;;;Centre médical;;;-0.547205;44.848257;True;;;;;;False;;;;;;;;;;;;;;;;True;True;True;False;False;;3.0;False;True;aucune;montant;False;;False;;90.0;False;True;battante;manuelle;True;non-formés;False;;False;;True;;;;;;;;;;;[];;;;;;;;;;False;;;;;;;;;B8GBBXAETNCQ
d8ffba65-c378-43dd-b407-23b1c1415350;Agla;2100;Saint-Quentin;240;Rue d'Epargnemailles;;2691;;Hôpital;;;3.272652;49.850049;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;
f8fd94df-f666-41a7-8d63-9b60ceb53cda;Agnès Royer - Thérapie psycho-corporelle;69004;Lyon;9;Rue Richan;;69384;;Établissement de santé;;;4.83584;45.780272;;;False;;True;True;;;;;;;;;;;;;;;;;;;;False;;;21.0;;;fixe;montant;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;False;;;;;NBNJ13VTDHR3
971f65b0-e513-425e-9613-733b4b1de5d4;Agro Alim Conseil;71500;Louhans;;Rue de Brenet;;71263;;Laboratoire d'analyse médicale;;https://www.agro-alim-conseil.fr/;5.211198;46.643739;;;;;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;
343d3fa5-c48a-40b9-b832-db4716838f53;Agrolab's;15000;Aurillac;38;Rue de Salers;;15014;;Laboratoire d'analyse médicale;;https://www.agrolabs.fr/;2.44355;44.935514;;;True;True;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;;;;;;;RJ4EAMZ5BSY8
a12def5b-0c9e-423c-a882-eb0958a70433;AGROLAB'S - Site Clermont-Ferrand;63100;Clermont-Ferrand;8;rue des Frères Lumière;;63113;;Laboratoire d'analyse médicale;;http://www.galilait.fr/;3.126907;45.784673;;;;;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;;;;;;;T17HGB79S5HJ
da3e2a8a-0ee1-4425-bc1e-b42cad367973;Agro Qualité Service;19300;Égletons;;Rue de Tra le Bos;;19073;;Laboratoire d'analyse médicale;;;2.052795;45.399326;;;;;True;True;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;;;;;;;
1f5d5b4d-b4a8-4830-98ca-1efc06ac8ca6;AgroQual | Laboratoire d'analyse en Normandie;14460;Colombelles;8;Avenue du Pays de Caen;;14167;;Laboratoire d'analyse médicale;;http://www.agroqual.fr/;-0.301243;49.194466;;;True;True;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;;;;;;;DR9GTCJKNP1Z
10f44642-1827-453c-8d9b-f8f59328d47e;Ahsm;12500;Espalion;16;Avenue de Saint-Pierre;;12096;;Hôpital;;;2.75817;44.520678;;;True;True;;;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;;;;;;;4CMFYXCQBTDN
713ac32f-07df-4a42-a59a-b3d7772cdc04;Ahsm;7250;Rompon;;Celles les Bains;;7198;;Hôpital;;https://www.ahsm.fr/;4.746607;44.792155;;;True;True;;;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;;;;;;;
2f5c8863-6c93-49a0-b47d-c23a5dcb3c2c;Ahsm;63000;Clermont-Ferrand;37;rue Gabriel Péri;;63113;;Hôpital;;https://www.chsmclermontferrand.ahsm.fr/;3.076784;45.780548;;;True;True;True;True;;;;;;;;;;;;;;;;;;;;True;;;;;;;;;;;;80.0;;True;;;;;;;;;;;;;;;;;;;;[];;;;;;;;;;;;;True;True;;;;;3NCF964WE33H
